epoch,accuracy,loss,val_accuracy,val_loss
0,0.7929237484931946,0.6935499906539917,0.8824012875556946,0.3690856099128723
1,0.8692745566368103,0.3804040849208832,0.8995339870452881,0.2919920086860657
2,0.8894771337509155,0.31128111481666565,0.9058387875556946,0.2646941542625427
3,0.9028558731079102,0.27272170782089233,0.9133771657943726,0.24172291159629822
4,0.9076213836669922,0.25431394577026367,0.9177631735801697,0.22332067787647247
5,0.9162266850471497,0.22886458039283752,0.921326756477356,0.2152349054813385
6,0.9222607016563416,0.21300499141216278,0.9266721606254578,0.20097294449806213
7,0.9270262122154236,0.19779609143733978,0.9285910129547119,0.19365067780017853
8,0.9309174418449402,0.1906827688217163,0.9310581088066101,0.18536527454853058
9,0.9343630075454712,0.18120403587818146,0.9332510828971863,0.18042951822280884
10,0.9368314743041992,0.17109695076942444,0.9337993264198303,0.1752578765153885
11,0.9402256011962891,0.1643042266368866,0.9396929740905762,0.16313421726226807
12,0.9432768821716309,0.156788632273674,0.9420230388641357,0.1585276573896408
13,0.9439968466758728,0.15353243052959442,0.9414747953414917,0.16247205436229706
14,0.9469624161720276,0.14423640072345734,0.9435306787490845,0.15554019808769226
15,0.9485737681388855,0.14085404574871063,0.9425712823867798,0.15323376655578613
16,0.9500651359558105,0.1365523636341095,0.9433936476707458,0.152380108833313
17,0.9512308239936829,0.1340246945619583,0.9449012875556946,0.15115857124328613
18,0.9529449939727783,0.12848180532455444,0.9475054740905762,0.14008037745952606
19,0.9561848640441895,0.12169347703456879,0.9470943212509155,0.14358316361904144
20,0.9553963541984558,0.12176539748907089,0.9479166865348816,0.13461752235889435
21,0.9559791684150696,0.11789674311876297,0.9496984481811523,0.1374984234571457
22,0.9572819471359253,0.11576876789331436,0.9486019611358643,0.1377488672733307
23,0.9592875838279724,0.10977097600698471,0.9517543911933899,0.1296168565750122
24,0.9608303904533386,0.10717298090457916,0.9518914222717285,0.1265513300895691
25,0.9616360664367676,0.10565618425607681,0.9547697305679321,0.12514391541481018
26,0.961601734161377,0.1045241430401802,0.953399121761322,0.12306996434926987
27,0.9628874063491821,0.10159355401992798,0.9540844559669495,0.12523628771305084
28,0.9630245566368103,0.09952572733163834,0.9539473652839661,0.12109122425317764
29,0.9661272764205933,0.0959482192993164,0.9550438523292542,0.1174144446849823
30,0.9647558927536011,0.09641402959823608,0.9564144611358643,0.11447375267744064
31,0.967601478099823,0.09051647782325745,0.9576480388641357,0.11260194331407547
32,0.9682700037956238,0.08818670362234116,0.9572368264198303,0.11366569995880127
33,0.9662129878997803,0.09047607332468033,0.9581962823867798,0.11046627908945084
34,0.9686471223831177,0.08723336458206177,0.9580591917037964,0.11167968809604645
35,0.9680472016334534,0.08622252196073532,0.960389256477356,0.10641689598560333
36,0.9698470830917358,0.08234348893165588,0.9591556787490845,0.10596907138824463
37,0.9707213640213013,0.08133526891469955,0.961485743522644,0.10204268246889114
38,0.9724012613296509,0.07763644307851791,0.9608004093170166,0.10419856756925583
39,0.971132755279541,0.07826271653175354,0.9620339870452881,0.10328236222267151
40,0.9720069766044617,0.07756756246089935,0.9624451994895935,0.10258104652166367
41,0.9737040400505066,0.07161781191825867,0.9618969559669495,0.10171523690223694
42,0.9748011231422424,0.07060486078262329,0.9631304740905762,0.10095842182636261
43,0.975383996963501,0.06968655437231064,0.9634045958518982,0.1010662317276001
44,0.9751439690589905,0.0704619437456131,0.9636787176132202,0.0993979349732399
45,0.9742869138717651,0.07097300887107849,0.9645010828971863,0.10001065582036972
46,0.9748011231422424,0.0708264708518982,0.9638158082962036,0.10031501203775406
47,0.9746297597885132,0.07142270356416702,0.9636787176132202,0.09808354079723358
48,0.9748868346214294,0.07029109448194504,0.9632675647735596,0.098139688372612
49,0.975298285484314,0.06858041137456894,0.9640899300575256,0.09716907888650894
