epoch,accuracy,loss,val_accuracy,val_loss
0,0.6387500166893005,1.2310503721237183,0.7817808389663696,0.6597999930381775
1,0.7834760546684265,0.6562089323997498,0.8104109764099121,0.5600550770759583
2,0.8084931373596191,0.5670949220657349,0.828356146812439,0.5083858370780945
3,0.8211815357208252,0.5242024064064026,0.8364383578300476,0.46834826469421387
4,0.8321746587753296,0.4875732660293579,0.8468493223190308,0.4500173330307007
5,0.8379623293876648,0.4684138000011444,0.8623287677764893,0.408459335565567
6,0.8464212417602539,0.4483471214771271,0.8595890402793884,0.4252512753009796
7,0.8506335616111755,0.43079492449760437,0.8591780662536621,0.4195624589920044
8,0.8535616397857666,0.4213978946208954,0.8727397322654724,0.3783396780490875
9,0.8571233153343201,0.40960171818733215,0.8639726042747498,0.40929049253463745
10,0.861164391040802,0.40025201439857483,0.8798630237579346,0.3731193244457245
11,0.8615410923957825,0.39930152893066406,0.8747945427894592,0.36803361773490906
12,0.8659246563911438,0.38633447885513306,0.8772602677345276,0.37024039030075073
13,0.8667294383049011,0.38306161761283875,0.8856164216995239,0.3435884416103363
14,0.869760274887085,0.3739249110221863,0.8775342702865601,0.3696226477622986
15,0.8710103034973145,0.36531922221183777,0.8842465877532959,0.34622249007225037
16,0.8727911114692688,0.3642394542694092,0.8799999952316284,0.3650552034378052
17,0.8870890140533447,0.3232014775276184,0.8941096067428589,0.32160890102386475
18,0.8890068531036377,0.3161798417568207,0.8986301422119141,0.30855926871299744
19,0.8905308246612549,0.30955934524536133,0.8975342512130737,0.31902849674224854
20,0.8915411233901978,0.30730369687080383,0.8989040851593018,0.30164510011672974
21,0.8921403884887695,0.3067646324634552,0.8980821967124939,0.3142087459564209
22,0.8944006562232971,0.30103880167007446,0.905205488204956,0.2873319685459137
23,0.893458902835846,0.30077552795410156,0.9047945141792297,0.291071355342865
24,0.8947774171829224,0.29890453815460205,0.8995890617370605,0.30631938576698303
25,0.8958219289779663,0.2945145070552826,0.9041095972061157,0.28575026988983154
26,0.9036815166473389,0.27468183636665344,0.908493161201477,0.2798881232738495
27,0.9041780829429626,0.27357470989227295,0.9098629951477051,0.27961266040802
28,0.9068835377693176,0.26824310421943665,0.9106849431991577,0.27073079347610474
29,0.9046404361724854,0.26927757263183594,0.908493161201477,0.27851101756095886
30,0.9061130285263062,0.26581132411956787,0.9105479717254639,0.2738412320613861
31,0.9060102701187134,0.26485130190849304,0.9098629951477051,0.27394258975982666
32,0.9108561873435974,0.25355860590934753,0.9149315357208252,0.26350706815719604
33,0.9120547771453857,0.25341859459877014,0.9146575331687927,0.25697144865989685
34,0.9100685119628906,0.25673142075538635,0.9169862866401672,0.2587079703807831
35,0.9122945070266724,0.25064098834991455,0.9154794812202454,0.26410961151123047
36,0.9116951823234558,0.25363457202911377,0.9164383411407471,0.25763389468193054
37,0.9112499952316284,0.2519271671772003,0.919041097164154,0.25443118810653687
38,0.9101883769035339,0.25254178047180176,0.9169862866401672,0.2529367506504059
