epoch,accuracy,loss,val_accuracy,val_loss
0,0.9189282059669495,0.23195309937000275,0.9309210777282715,0.2191566377878189
1,0.932991623878479,0.19087159633636475,0.9391447305679321,0.194945827126503
2,0.9427626132965088,0.16457629203796387,0.945038378238678,0.17523007094860077
3,0.9463624358177185,0.15060846507549286,0.9428454041481018,0.1766153872013092
4,0.9533564448356628,0.13224035501480103,0.9487390518188477,0.15842173993587494
5,0.9569048285484314,0.12105119973421097,0.9538103342056274,0.15723559260368347
6,0.9612932205200195,0.11083903163671494,0.9524396657943726,0.1534874588251114
7,0.9636416435241699,0.10381950438022614,0.9580591917037964,0.13947246968746185
8,0.9660243988037109,0.09528589993715286,0.960389256477356,0.12566843628883362
9,0.9681329131126404,0.0893322303891182,0.9623081088066101,0.12233320623636246
10,0.972195565700531,0.07828347384929657,0.9625822305679321,0.12128166854381561
11,0.9728298187255859,0.07578885555267334,0.9599780440330505,0.1450965851545334
12,0.9742525815963745,0.07265094667673111,0.9665570259094238,0.12100724875926971
13,0.9756239652633667,0.06818042695522308,0.9613487124443054,0.12978366017341614
14,0.976875364780426,0.06487303227186203,0.9668311476707458,0.10405588895082474
15,0.978195309638977,0.06092479079961777,0.969298243522644,0.10473904013633728
16,0.9793609380722046,0.05964638292789459,0.9699835777282715,0.10353174805641174
17,0.9808351397514343,0.05434831604361534,0.9721765518188477,0.09949293732643127
18,0.9808523058891296,0.05249452963471413,0.9702576994895935,0.11011329293251038
19,0.9806808829307556,0.05216849967837334,0.9721765518188477,0.1090962290763855
